name,x1,y1,x2,y2,classname
2016.jpg,296,346,542,641,1
4223.png,3,2,872,700,1
4223.png,34,2,907,686,1
6369.jpg,296,433,369,502,0
6424.png,69,28,381,442,1
5357.jpg,287,183,372,301,0
4920.png,37,100,230,318,1
4920.png,47,195,187,321,1
5027.jpg,365,12,526,203,1
5027.jpg,370,110,491,206,1
5027.jpg,122,36,225,149,0
3225.png,25,19,331,423,1
3542.png,83,70,459,531,1
6233.jpg,252,76,516,449,0
2433.png,30,204,169,367,1
2433.png,436,70,555,183,1
5462.jpg,851,279,957,392,0
5462.jpg,479,92,561,203,0
5462.jpg,197,54,282,175,0
1990.jpg,454,194,594,356,0
1990.jpg,79,317,223,476,1
1990.jpg,107,376,217,465,1
1990.jpg,717,377,856,532,0
1990.jpg,0,371,46,533,1
1990.jpg,0,445,36,528,1
3624.png,197,24,533,500,1
3624.png,429,23,511,119,1
4827.png,292,195,386,263,1
4644.png,296,9,380,117,1
3626.png,177,0,572,388,1
4293.png,86,22,361,399,1
4293.png,137,225,358,395,1
3894.png,161,21,553,554,1
2766.png,163,5,577,563,1
2766.png,167,281,548,562,1
3110.png,163,125,226,209,1
3110.png,187,171,220,205,1
2473.png,295,4,459,180,1
2473.png,310,68,451,181,1
2162.png,172,15,392,329,1
1952.jpg,940,196,1100,357,0
5098.jpeg,41,2,123,92,1
5098.jpeg,161,8,203,71,1
5098.jpeg,203,7,249,90,1
5098.jpeg,279,76,305,112,1
5098.jpeg,316,70,341,105,1
5098.jpeg,52,36,119,90,1
5098.jpeg,163,48,199,68,1
5098.jpeg,205,55,245,85,1
5098.jpeg,282,93,301,109,1
5098.jpeg,316,86,339,101,1
5098.jpeg,459,68,538,230,1
5098.jpeg,348,100,359,112,1
5098.jpeg,348,93,369,113,1
5098.jpeg,276,62,298,80,1
5098.jpeg,274,70,289,83,1
3838.png,104,23,457,516,1
6257.jpg,109,176,283,417,0
6257.jpg,362,159,525,369,0
5945.jpg,503,34,707,330,0
4296.png,554,95,599,155,1
4296.png,3,174,83,255,1
4296.png,2,86,80,257,1
4296.png,559,128,597,150,1
4296.png,550,96,601,153,1
4296.png,792,177,845,211,1
4296.png,782,135,850,217,1
3797.png,58,5,349,323,1
2598.png,218,3,586,322,1
6418.png,626,303,681,354,0
6418.png,441,326,464,354,1
6418.png,463,341,520,375,1
4714.png,200,169,299,269,1
4679.png,339,93,421,189,0
6181.jpg,272,35,429,274,0
6181.jpg,648,61,818,304,0
3276.png,25,0,400,439,1
3276.png,56,236,371,431,1
2579.png,215,10,533,472,1
3863.png,265,150,389,317,1
3863.png,0,161,40,273,1
3863.png,73,171,132,272,1
3863.png,1,243,35,273,1
3863.png,67,229,123,272,1
6158.jpg,618,419,1113,1139,0
6387.jpg,174,39,284,162,0
6387.jpg,320,12,442,178,0
3158.png,76,11,262,265,1
3158.png,102,121,260,263,1
2904.png,270,210,311,265,1
2904.png,418,176,459,229,1
2904.png,12,211,54,263,1
2904.png,281,240,309,263,1
2904.png,421,215,450,227,1
2904.png,19,239,51,262,1
2904.png,313,207,332,224,1
2904.png,307,193,337,233,1
5536.jpg,148,20,195,100,0
1874.jpg,688,1667,2113,3113,1
1874.jpg,1041,2042,2007,2986,1
6371.jpg,259,59,309,111,0
6371.jpg,342,111,392,158,0
5077.jpg,249,221,537,653,1
5077.jpg,537,164,626,268,1
3157.png,14,3,614,438,1
3319.png,5,3,433,496,1
3319.png,439,8,715,439,1
2363.png,147,207,281,366,1
2363.png,191,280,277,367,1
2668.png,248,56,410,251,1
2668.png,444,117,584,300,1
2143.jpg,257,74,728,623,1
2143.jpg,805,124,1079,542,1
2143.jpg,1030,30,1726,969,1
2143.jpg,1057,473,1599,962,1
2143.jpg,2004,541,2111,661,1
2143.jpg,2011,430,2124,661,1
2101.jpg,556,259,655,407,0
3635.png,931,187,1069,370,1
3635.png,551,187,694,378,1
3635.png,597,269,689,371,1
3635.png,971,277,1066,368,1
3635.png,340,230,450,370,1
3635.png,1059,193,1124,308,1
3635.png,102,302,163,391,1
2269.png,162,21,273,204,1
2327.png,455,78,492,118,1
3588.png,387,1,625,243,1
2638.png,113,138,422,619,1
3494.png,354,8,452,132,1
3494.png,809,18,892,134,1
3494.png,12,81,127,228,1
3203.png,249,4,507,325,1
3203.png,306,218,500,323,1
4199.png,440,178,715,575,1
4199.png,142,5,314,198,1
2037.jpg,366,81,620,392,1
2037.jpg,16,115,256,399,1
2037.jpg,393,178,591,379,1
2037.jpg,18,197,227,394,1
4397.png,334,8,901,541,1
4397.png,366,75,874,534,1
2189.png,218,81,351,244,1
3465.png,210,5,448,266,1
3465.png,247,146,428,265,1
5461.jpeg,198,35,371,285,0
4177.png,255,138,417,334,1
4177.png,543,19,685,190,1
4177.png,544,105,643,192,1
2760.png,116,5,526,539,1
3371.png,438,206,506,285,1
3371.png,444,246,500,283,1
5785.jpg,332,185,530,469,0
5785.jpg,611,202,789,462,0
3226.png,102,33,515,597,1
4542.png,397,33,560,221,1
4542.png,432,124,543,218,1
4670.png,233,2,577,373,0
5155.jpg,783,64,953,261,1
5155.jpg,225,0,400,185,1
5155.jpg,373,0,497,182,1
5155.jpg,835,167,950,258,1
5155.jpg,326,84,399,179,1
5155.jpg,395,101,495,179,1
5155.jpg,99,88,196,200,0
5155.jpg,918,31,1036,166,1
5155.jpg,935,104,986,162,1
2673.png,315,153,441,363,1
2673.png,317,267,421,361,1
3072.png,60,7,538,489,1
3072.png,63,213,370,486,1
4342.png,10,102,374,526,1
3414.png,80,9,223,186,1
3414.png,97,112,207,185,1
2060.jpg,750,67,1254,668,0
3134.png,248,6,489,348,1
4557.png,208,99,263,174,1
4557.png,208,140,262,173,1
4557.png,369,0,400,49,1
4557.png,369,10,401,54,1
6027.jpg,241,45,446,267,0
4649.png,624,11,978,459,1
4649.png,174,115,381,402,0
4649.png,628,255,856,456,1
5928.jpg,407,32,927,765,0
2605.png,369,126,414,189,1
2605.png,370,155,406,186,1
2806.png,313,101,377,190,1
2634.png,267,6,406,147,1
2634.png,285,79,386,145,1
5303.jpg,204,136,665,726,0
5592.jpg,161,45,301,236,0
4371.png,94,5,403,400,1
5723.jpg,232,6,321,120,0
4696.png,447,61,529,174,1
4696.png,456,123,495,167,1
3309.png,184,171,251,258,1
3309.png,301,125,373,214,1
3309.png,194,219,247,254,1
4439.png,63,15,560,597,1
6142.jpg,333,157,508,372,0
2170.png,203,65,485,431,1
3514.png,171,103,381,306,1
4200.png,98,58,489,521,1
2466.png,13,6,287,285,1
2148.jpg,557,106,697,266,1
2148.jpg,341,186,398,229,1
2148.jpg,553,192,623,262,1
2148.jpg,33,337,136,379,1
2148.jpg,696,168,763,262,0
3685.png,493,41,816,417,1
3685.png,0,65,208,440,1
5463.jpg,478,9,1357,1007,1
3104.png,344,64,558,247,1
5674.jpg,1339,1131,1813,1710,0
5674.jpg,1872,949,2311,1534,0
5674.jpg,3181,612,3862,1534,0
2012.jpg,91,158,316,447,1
2012.jpg,107,289,297,433,1
2352.png,231,164,414,446,1
2352.png,6,11,261,470,1
2352.png,6,231,233,464,1
2352.png,234,320,394,447,1
4262.png,317,11,583,325,1
4262.png,318,171,569,325,1
2841.png,422,4,957,519,1
2841.png,456,154,859,515,1
2177.png,387,130,525,321,1
4130.png,140,30,513,510,1
4130.png,179,217,475,503,1
4495.png,242,208,296,279,1
4495.png,250,241,291,274,1
3692.png,232,179,342,309,1
3692.png,765,150,847,255,1
3692.png,304,253,339,308,1
3692.png,773,216,838,255,1
4043.png,40,23,392,461,1
4043.png,365,60,516,272,1
5545.jpg,363,47,551,323,0
2704.png,110,36,482,487,1
2704.png,115,251,393,480,1
4966.png,253,8,549,427,1
5508.jpg,129,29,681,822,0
2293.png,417,353,458,395,1
2293.png,532,335,627,426,1
2293.png,424,364,453,390,1
2293.png,531,384,576,426,1
2293.png,384,312,418,358,0
2293.png,687,384,724,420,1
2293.png,680,340,759,427,1
3124.png,355,100,460,243,1
3942.png,572,97,658,213,1
3942.png,574,157,645,210,1
2046.jpg,618,153,830,401,1
5563.jpg,142,65,384,355,0
2048.jpg,428,291,550,477,1
2048.jpg,31,302,152,424,0
2048.jpg,273,236,457,444,1
2048.jpg,433,376,544,474,1
2048.jpg,327,293,445,431,1
5110.jpg,248,71,615,535,1
5110.jpg,282,308,558,532,1
4407.png,56,6,389,382,1
4407.png,147,180,380,376,1
2236.png,165,3,620,536,1
5356.jpg,902,175,1171,506,1
1924.jpg,555,78,795,386,1
1924.jpg,884,241,1078,468,1
1924.jpg,185,248,353,448,1
2980.png,244,56,441,282,1
6364.jpg,337,328,581,654,0
6364.jpg,682,523,922,797,0
6364.jpg,1053,557,1295,846,0
6364.jpg,1390,568,1574,812,0
6364.jpg,1690,561,1896,816,0
6364.jpg,1968,561,2196,778,0
6364.jpg,2320,613,2526,861,0
6364.jpg,2680,478,2893,748,0
4325.png,301,87,341,150,1
4325.png,155,88,213,156,1
4325.png,86,85,153,176,1
4325.png,367,88,452,189,1
4325.png,306,223,356,260,0
4325.png,103,135,151,176,1
4325.png,160,120,202,161,1
4325.png,303,131,339,151,1
4325.png,373,143,406,192,1
4325.png,487,98,515,132,0
5440.jpg,363,2,1017,601,1
5440.jpg,394,271,785,601,1
6313.jpg,209,57,413,303,0
6313.jpg,538,34,852,328,0
4894.png,44,211,335,620,1
4894.png,47,322,301,621,1
3141.png,105,110,378,499,1
2719.png,404,47,835,637,1
2719.png,432,353,774,635,1
1828.jpg,157,62,837,1079,1
1828.jpg,195,502,823,1080,1
2405.png,404,157,472,237,1
2405.png,405,191,456,235,1
4640.png,499,2,708,184,0
3294.png,409,272,468,340,1
3294.png,311,257,360,296,1
4134.png,295,85,347,159,1
4134.png,393,144,444,204,1
4134.png,81,161,122,188,1
4134.png,132,124,176,162,1
4134.png,299,123,342,158,1
4134.png,395,174,436,203,1
3887.png,83,181,189,291,1
4278.png,275,144,411,315,1
3503.png,215,316,517,519,1
1849.jpg,435,58,544,195,1
1849.jpg,446,118,530,185,1
1849.jpg,408,13,554,181,1
5915.jpg,75,29,354,436,0
5150.jpg,364,46,550,295,1
5150.jpg,94,46,309,327,1
5513.jpg,2232,567,3864,2699,0
5513.jpg,776,757,1871,2225,0
3711.png,66,82,410,521,1
4413.png,280,54,605,459,1
4413.png,292,205,513,451,1
5833.jpg,159,207,542,679,0
4214.png,379,20,525,197,1
4214.png,561,67,686,203,1
4214.png,383,20,523,195,1
4214.png,558,67,691,204,1
2471.png,156,29,270,177,1
3396.png,93,7,641,610,1
4870.png,222,46,288,130,0
2791.png,207,63,339,240,1
2791.png,225,172,323,238,1
2398.png,107,46,424,424,1
2935.png,390,0,445,85,1
2935.png,151,151,224,229,0
2935.png,390,53,434,82,1
2935.png,73,245,215,362,1
2935.png,208,145,242,189,0
2935.png,254,166,298,204,0
2935.png,538,46,566,93,0
2935.png,190,39,237,93,0
3578.png,213,20,415,311,1
3578.png,450,36,614,284,0
3578.png,289,173,413,307,1
3540.png,93,0,620,601,1
4912.png,346,20,503,216,1
4301.png,155,182,249,298,1
4301.png,323,137,547,470,1
3727.png,274,151,349,243,1
3727.png,208,91,268,180,1
3727.png,439,114,514,205,1
3727.png,108,171,238,315,1
3727.png,142,275,213,312,1
3727.png,284,198,340,237,1
3727.png,219,139,265,178,1
3727.png,447,163,501,201,1
3727.png,497,195,525,242,1
3727.png,496,141,525,243,1
3727.png,217,371,269,424,0
2740.png,138,188,284,371,1
4834.png,125,0,332,210,1
4834.png,159,88,324,205,1
6218.jpg,204,296,588,754,0
3515.png,391,317,425,350,1
3515.png,67,325,97,364,0
2741.png,219,163,296,250,1
2741.png,240,221,275,246,1
2741.png,333,65,388,118,1
2741.png,354,105,372,117,1
2741.png,53,169,74,186,1
2741.png,39,146,74,191,1
2741.png,460,174,515,258,1
2741.png,269,125,294,163,1
2741.png,0,142,28,176,1
2741.png,492,222,515,260,1
2741.png,0,154,18,176,1
1922.jpg,139,92,548,593,0
6309.jpg,146,23,264,177,0
4114.png,336,138,640,530,1
4114.png,69,5,353,264,1
4598.png,82,213,385,654,1
1950.jpg,680,8,838,223,1
1950.jpg,403,51,489,152,1
1950.jpg,690,99,823,215,1
1950.jpg,415,87,478,137,1
3758.png,112,4,455,441,1
4081.png,366,75,418,152,1
4081.png,179,49,242,130,1
2178.png,8,0,303,327,1
3307.png,221,32,316,161,1
5710.jpg,623,44,1090,635,0
3020.png,361,58,434,143,1
3020.png,580,41,655,127,1
3020.png,375,110,423,141,1
3020.png,588,92,629,126,1
3020.png,451,57,525,134,1
3687.png,147,87,230,201,1
3687.png,244,133,301,217,1
3687.png,5,145,63,264,1
3687.png,170,148,221,200,1
3687.png,401,160,465,209,1
3687.png,6,214,61,264,1
3687.png,247,181,293,212,1
6349.jpg,31,2,157,134,0
3394.png,185,6,613,410,1
5253.jpg,405,0,1237,859,0
6084.jpg,352,35,493,211,0
3895.png,403,178,439,222,1
3895.png,404,198,434,219,1
4836.png,658,9,1144,660,1
2151.jpg,79,66,200,162,1
2151.jpg,518,44,582,113,1
2151.jpg,581,54,636,132,1
2151.jpg,472,109,549,188,1
2151.jpg,736,81,820,199,0
2151.jpg,132,115,196,164,1
2151.jpg,595,86,632,126,1
2151.jpg,502,150,540,184,1
2151.jpg,809,44,858,99,0
5202.jpg,314,49,506,299,1
5202.jpg,339,188,490,295,1
5255.jpg,791,0,4360,3062,0
3161.png,128,1,521,551,1
3161.png,127,252,473,551,1
3904.png,503,151,598,303,1
4970.png,14,4,514,607,1
4970.png,70,290,475,606,1
4686.png,182,0,541,547,1
4686.png,213,223,526,541,1
4071.png,331,115,371,219,1
4071.png,571,5,676,110,1
5154.jpeg,603,19,901,471,1
5154.jpeg,619,232,885,466,1
6422.png,322,381,561,581,1
4340.png,210,41,467,352,1
2018.jpg,802,391,1066,584,1
2018.jpg,1365,415,1500,879,1
2018.jpg,1388,623,1500,858,1
6013.jpg,307,115,364,197,0
6013.jpg,199,245,248,324,0
6013.jpg,226,1,264,43,0
6013.jpg,144,10,179,53,0
6013.jpg,89,9,131,64,0
3529.png,91,2,693,616,1
3691.png,158,90,214,175,1
3691.png,182,132,207,169,1
2969.png,354,22,619,354,0
2069.jpg,312,223,694,728,1
4405.png,544,6,639,74,1
4405.png,560,23,625,66,1
3189.png,316,11,398,123,1
3971.png,353,31,617,271,1
3971.png,392,312,577,494,1
3971.png,442,106,614,270,1
3971.png,445,366,575,491,1
6107.png,273,153,456,372,0
6107.png,680,72,857,289,0
6107.png,1016,59,1204,308,0
3461.png,228,183,339,339,1
3461.png,614,78,737,250,1
3312.png,251,111,321,195,1
3312.png,83,70,131,135,1
3312.png,452,86,482,161,1
3312.png,249,24,291,87,1
3535.png,12,0,415,427,1
3535.png,91,221,360,420,1
3703.png,148,1,608,545,1
6037.jpg,413,12,530,181,0
2496.png,357,26,469,192,1
2496.png,186,170,300,306,1
2496.png,360,113,464,192,1
2496.png,208,236,296,306,1
5713.jpg,376,319,637,534,1
5713.jpg,378,41,858,535,1
3183.png,134,32,245,183,1
3183.png,158,116,229,183,1
3788.png,210,78,243,122,1
3788.png,115,107,151,149,1
3751.png,60,18,422,460,1
3759.png,127,5,627,608,1
4720.png,402,97,520,237,1
4720.png,422,175,499,233,1
2329.png,240,208,286,270,1
4767.png,547,51,634,167,1
4767.png,469,81,537,186,1
4767.png,122,184,186,268,1
4767.png,1,95,59,212,1
4767.png,0,168,56,217,1
4767.png,123,232,185,269,1
4767.png,473,133,520,184,1
4767.png,563,112,634,168,1
4767.png,434,190,453,222,1
4767.png,431,149,458,227,1
3390.png,54,127,385,632,1
5472.jpg,267,34,448,250,0
6152.jpg,323,11,685,475,0
5167.jpg,393,126,674,420,1
5167.jpg,476,276,668,413,1
4229.png,91,0,345,377,1
4229.png,86,196,352,375,1
4063.png,262,7,647,468,1
6220.jpg,752,39,841,153,0
6220.jpg,283,172,377,291,0
2058.jpg,216,92,387,320,1
2058.jpg,586,9,740,189,1
2058.jpg,610,72,734,178,1
2058.jpg,249,217,377,309,1
1917.jpg,83,28,232,196,1
1994.jpg,647,479,837,717,0
6048.jpg,625,23,883,356,0
2566.png,240,110,375,266,1
2566.png,486,81,613,244,1
4613.png,338,79,434,211,1
4613.png,254,101,338,232,1
4613.png,156,105,275,260,1
4613.png,0,21,177,250,1
4613.png,8,128,151,247,1
4613.png,158,173,248,257,1
4613.png,273,173,344,226,1
4613.png,352,141,437,208,1
4468.png,163,155,499,590,1
6278.jpg,768,77,862,192,0
6278.jpg,512,152,593,246,0
6278.jpg,238,59,368,186,0
6278.jpg,4,27,157,210,0
6278.jpg,157,254,334,446,0
6278.jpg,612,193,738,314,0
5228.jpeg,103,79,209,207,1
5228.jpeg,388,77,532,271,1
5228.jpeg,600,271,872,478,1
5228.jpeg,117,144,196,203,1
5228.jpeg,407,172,494,246,1
5228.jpeg,604,364,692,462,1
4419.png,82,8,467,425,1
4614.png,572,126,887,531,1
3101.png,123,6,527,524,1
3533.png,111,0,357,274,1
1923.jpg,82,103,377,455,0
4572.png,204,11,694,402,1
4779.png,200,90,254,169,1
5457.jpeg,184,87,377,288,0
6271.jpg,400,11,506,161,0
3509.png,107,142,254,284,1
3509.png,294,123,448,306,1
3509.png,118,206,207,283,1
3509.png,311,228,403,308,1
3783.png,241,200,318,294,1
2853.png,320,64,420,202,1
2768.png,33,73,502,669,1
2768.png,29,330,455,663,1
6123.jpg,248,47,485,356,0
6123.jpg,798,52,1084,402,0
4255.png,147,8,567,478,1
4260.png,210,11,613,548,1
3618.png,2,1,727,810,1
5747.jpg,211,405,331,568,0
5174.jpg,300,44,714,486,1
6091.jpeg,1269,293,3558,2944,0
6357.jpg,307,19,890,753,0
3964.png,92,49,418,526,1
3450.png,114,26,495,583,1
2800.png,165,12,254,98,1
2800.png,165,47,206,95,1
1880.jpg,1559,124,4342,3301,1
1880.jpg,1655,1377,4236,3195,1
3136.png,321,62,391,160,1
3136.png,329,108,389,160,1
4917.png,346,84,446,225,1
4917.png,366,156,425,218,1
6041.jpg,47,116,160,242,0
6041.jpg,722,91,826,216,0
1819.jpg,328,100,433,237,0
3279.png,308,134,551,446,1
5217.jpg,1130,1205,1875,2038,1
5217.jpg,1329,1596,1823,2009,1
2399.png,95,154,401,619,1
2948.png,250,49,383,213,1
2948.png,265,150,344,212,1
3351.png,212,104,259,168,1
3351.png,27,72,89,140,1
3351.png,461,214,524,295,0
3351.png,51,111,83,138,1
3351.png,215,141,254,166,1
2193.png,79,9,422,413,1
2193.png,363,200,652,616,1
1891.jpg,255,3,517,354,1
1891.jpg,266,157,497,347,1
5987.jpg,199,264,571,682,0
4069.png,230,37,331,172,1
4069.png,249,90,327,166,1
2776.png,165,72,478,400,1
2776.png,201,203,399,400,1
4853.png,6,6,249,380,1
4853.png,243,242,338,400,1
4853.png,73,156,246,368,1
4853.png,255,331,321,392,1
4853.png,621,537,665,577,1
4853.png,598,296,637,324,1
4853.png,366,257,385,285,1
4853.png,319,230,386,295,1
4853.png,581,235,645,324,1
4853.png,593,437,693,577,1
5219.jpg,428,8,483,67,1
5219.jpg,324,45,373,103,1
5219.jpg,197,42,242,91,1
5219.jpg,317,156,358,223,1
5219.jpg,437,30,482,65,1
5219.jpg,321,200,353,221,1
5219.jpg,199,65,239,91,1
5219.jpg,330,74,365,100,1
5219.jpg,9,0,67,64,1
5219.jpg,48,29,66,67,1
4131.png,125,130,365,447,1
5321.jpg,1,68,635,859,0
2203.png,52,34,383,503,1
6189.jpg,376,42,467,164,0
2639.png,158,1,899,619,1
2408.png,225,77,456,430,1
2537.png,456,80,781,494,1
2537.png,157,468,286,607,0
2537.png,23,195,155,336,0
2537.png,381,264,456,354,0
2537.png,853,297,939,406,0
2537.png,974,330,1054,411,0
2762.png,51,1,609,611,1
2762.png,138,257,543,608,1
5397.jpg,601,110,1314,1155,1
5243.jpg,746,182,3084,2662,1
5243.jpg,1741,1299,3055,2654,1
5994.jpg,149,8,458,328,0
1838.jpg,682,132,755,220,1
1838.jpg,570,95,648,189,1
1838.jpg,403,80,482,175,1
1838.jpg,256,90,328,179,1
1838.jpg,694,170,752,212,1
1838.jpg,579,134,633,179,1
1838.jpg,416,120,474,164,1
